lng,lat
-122.440677,37.7161097
-122.3950151,37.7869957
-122.4206598,37.7813053
-122.4730817,37.7317114
-122.4121291,37.778162
-122.4696558,37.7827817
-122.4178922,37.7871545
-122.436597,37.8007084
-122.4745463,37.7429776
-122.3936611,37.7829134
-122.4335698,37.7872292
-122.4322602,37.7807526
-122.3863509,37.76913352
-122.4058907,37.7120893
-122.4039154,37.7821868
-122.4161056,37.7753127
-122.4017301,37.7994063
-122.4089202,37.7891214
-122.3932038,37.7905625
-122.4189163,37.7868892
-122.4191435,37.7633912
-122.4074991,37.7996408
-122.407505,37.7793511
-122.4077001,37.8014777
-122.4785382,37.7540273
-122.4828135,37.7822457
-122.4145763,37.7818404
-122.4090006,37.7965901
-122.4033187,37.7705695
-122.4047131,37.7305411
-122.4001539,37.7872292
-122.402484,37.80010687
-122.407152,37.7932082
-122.3985884,37.77984951
-122.4197622,37.7806098
-122.4068576,37.7681242
-122.4033539,37.8044668
-122.3854787,37.76918093
-122.38839,37.7762887
-122.387138,37.77206757
-122.4088177,37.7976827
-122.3931581,37.7917177
-122.4688972,37.7296609
-122.3946287,37.7824049
-122.4518878,37.7820251
-122.4021429,37.7811249
-122.4172364,37.7843638
-122.4174218,37.7813473
-122.3877401,37.7884716
-122.4130619,37.7527949
-122.464472,37.782657
-122.4316714,37.7513843
-122.40022,37.7875666
-122.4652989,37.7638644
-122.4743894,37.7322965
-122.4621676,37.7805222
-122.4202799,37.7793825
-122.4138441,37.7768081
-122.4237088,37.7809245
-122.4751812,37.780748
-122.4661162,37.7623947
-122.4525618,37.7447658
-122.3939011,37.7895029
-122.4066463,37.7857056
-122.4552636,37.7868129
-122.4082354,37.7870579
-122.4143072,37.7856821
-122.3981596,37.785004
-122.4117822,37.7886308
-122.4081144,37.7770878
-122.3996831,37.7973854
-122.397116,37.7777341
-122.3910435,37.7330214
-122.4478116,37.7825526
-122.4778989,37.7209261
-122.4199813,37.7779531
-122.3976556,37.7748182
-122.4256642,37.7764785
-122.4211141,37.75798464
-122.4801494,37.7633542
-122.3943761,37.7838075
-122.4208823,37.7911533
-122.4806886,37.7633387
-122.4031217,37.80028889
-122.4100761,37.7797863
-122.4143478,37.7838788
-122.4774723,37.77993846
-122.4133486,37.7731137
-122.4797544,37.7427888
-122.399621,37.7773807
-122.4375793,37.80070853
-122.3996291,37.7877745
-122.4208695,37.7856891
-122.402684,37.76860497
-122.4082683,37.7853806
-122.4202265,37.7872249
-122.4031694,37.80353331
-122.4311514,37.7514157
-122.3929734,37.7822463
-122.3991757,37.7886073
-122.3969474,37.7958016
-122.4231208,37.77884489
-122.4787235,37.7639897
-122.3933807,37.7920997
-122.4138512,37.7876683
-122.412681,37.7747582
-122.4531516,37.7677191
-122.4031115,37.7982383
-122.419922,37.7688922
-122.400898,37.791527
-122.4415154,37.8002095
-122.3916481,37.7732029
-122.3970986,37.7765359
-122.4214887,37.7838279
-122.4803984,37.7210102
-122.4136356,37.7716686
-122.3949141,37.7945486
-122.4340868,37.76099926
-122.3876308,37.7868009
-122.4205703,37.7838203
-122.3968292,37.7936846
-122.400121,37.7780725
-122.4638263,37.7829008
-122.3984988,37.7741549
-122.3930685,37.7862943
-122.400945,37.8014059
-122.3969018,37.79052714
-122.3945313,37.78002285
-122.4685204,37.7811684
-122.3981998,37.7876316
-122.4180464,37.7634575
-122.4150544,37.78464081
-122.4151479,37.7766951
-122.4639962,37.76362
-122.3927299,37.77174024
-122.4226728,37.764801
-122.3980269,37.7847749
-122.4057284,37.7877312
-122.4201322,37.7757832
-122.4009935,37.8027147
-122.40703,37.7799524
-122.4188689,37.80700253
-122.4213947,37.7586511
-122.4254641,37.77006592
-122.4022783,37.7982865
-122.3951696,37.78197629
-122.4108928,37.7755242
-122.437451,37.78392945
-122.4009152,37.788041
-122.3978025,37.77218416
-122.4115422,37.7712412
-122.4226441,37.7748008
-122.4361564,37.796942
-122.429346,37.7723089
-122.4337731,37.7882388
-122.4294834,37.7855407
-122.4036,37.71157794
-122.4746778,37.763595
-122.4059684,37.7756492
-122.4506807,37.7877701
-122.4769671,37.7805826
-122.4072644,37.7701703
-122.3963447,37.7773225
-122.4537613,37.72366981
-122.4007758,37.7920738
-122.4319033,37.7853732
-122.4186275,37.7636079
-122.4901429,37.7537363
-122.4378831,37.7204504
-122.4031263,37.80332046
-122.4751372,37.7801434
-122.423234,37.7860625
-122.3862739,37.76628492
-122.4018847,37.7901319
-122.4213704,37.760661
-122.4221164,37.7661862
-122.4297849,37.7722531
-122.421836,37.7807852
-122.4932761,37.775969
-122.4043776,37.7297306
-122.4199766,37.7673015
-122.3872583,37.76488231
-122.4709655,37.7433396
-122.4653732,37.7822025
-122.4206715,37.7730324
-122.4477472,37.7870604
-122.4358894,37.7612183
-122.4112097,37.7897847
-122.4021442,37.7976197
-122.434923,37.7998758
-122.4129367,37.786015
-122.4048548,37.7871675
-122.4137871,37.7837247
-122.3984119,37.78653495
-122.4092198,37.7719722
-122.4194957,37.7642123
-122.436734,37.8008155
-122.4106575,37.7880593
-122.4108431,37.7767115
-122.4295486,37.7671961
-122.4187264,37.78405514
-122.403726,37.7887636
-122.4054719,37.7877637
-122.4100251,37.7899329
-122.4029927,37.795498
-122.4298698,37.766942
-122.4048206,37.7941726
-122.4088084,37.7714009
-122.4052838,37.7117427
-122.391523,37.77299229
-122.4390767,37.800029
-122.3958666,37.7926899
-122.4552682,37.7868356
-122.3883388,37.7837588
-122.4262843,37.798322
-122.4046366,37.7962337
-122.4027363,37.7733022
-122.4020879,37.7892102
-122.4127801,37.7868436
-122.4747239,37.7320924
-122.4130768,37.7748037
-122.4040513,37.7702679
-122.4421753,37.7149
-122.4075767,37.7986006
-122.4219157,37.7761288
-122.4362211,37.7969337
-122.4224997,37.7856151
-122.4677455,37.7638996
-122.4210129,37.7856712
-122.3986389,37.792271
-122.3969078,37.79053193
-122.4213022,37.7599487
-122.4048372,37.774083
-122.393275,37.7829286
-122.4355886,37.78476865
-122.4205606,37.766676
-122.3970633,37.7851382
-122.4747263,37.7321118
-122.4099121,37.796122
-122.4700341,37.78089606
-122.4356291,37.7234279
-122.4138111,37.7808477
-122.4365317,37.78465047
-122.4075112,37.8005348
-122.4573362,37.78119761
-122.4540528,37.7862579
-122.4190079,37.757214
-122.4401992,37.799427
-122.3990364,37.7737303
-122.3991076,37.78774081
-122.4600831,37.781471
-122.4066568,37.7882224
-122.4219926,37.7966678
-122.4136493,37.7752602
-122.4794171,37.7540151
-122.4688538,37.7383012
-122.3950271,37.78786171
-122.4693669,37.7375604
-122.4362435,37.80047841
-122.4231786,37.7774447
-122.4414542,37.8002173
-122.4186253,37.7883712
-122.481638,37.742706
-122.4356134,37.7610967
-122.3997512,37.7783628
-122.413587,37.788423
-122.408442,37.7771057
-122.4628978,37.7809461
-122.4191284,37.7619049
-122.417188,37.789577
-122.4130138,37.7863876
-122.4214227,37.7589427
-122.4412873,37.7880436
-122.4199226,37.7871882
-122.4224383,37.7901045
-122.4188572,37.75754257
-122.4016937,37.7954736
-122.4084208,37.7808663
-122.4729811,37.7314748
-122.3925393,37.7886593
-122.4716604,37.7825408
-122.4212047,37.756666
-122.4159382,37.8054045
-122.4658399,37.7829571
-122.4187524,37.8064228
-122.4188828,37.7559073
-122.4036677,37.76714101
-122.4196778,37.7888401
-122.4205603,37.7943051
-122.4092431,37.7890804
-122.440055,37.7856239
-122.4251627,37.7703041
-122.4103742,37.7976056
-122.4079311,37.7528129
-122.3986174,37.7740616
-122.3928827,37.791498
-122.4102879,37.79939988
-122.4140125,37.8080056
-122.4338853,37.7503019
-122.4338352,37.7347809
-122.4418243,37.79922
-122.396814,37.7814446
-122.4117213,37.7764309
-122.4198907,37.787031
-122.4029378,37.7955049
-122.4201171,37.7687659
-122.4122058,37.78168348
-122.4678674,37.7638943
-122.4016215,37.77201341
-122.3857305,37.76900828
-122.3997502,37.7988259
-122.4466725,37.7871272
-122.3930199,37.7822095
-122.4104081,37.7977829
-122.3918381,37.7880957
-122.4875338,37.7798248
-122.4077641,37.7903517
-122.418695,37.7643132
-122.4027478,37.76767264
-122.3986815,37.7932443
-122.3983862,37.7794342
-122.3946775,37.7840477
-122.406857,37.7922499
-122.4355781,37.7989357
-122.4378507,37.7844852
-122.4163718,37.75247219
-122.4523468,37.7864222
-122.418333,37.7668105
-122.4677122,37.782993
-122.4410977,37.7993551
-122.402661,37.8002021
-122.4840655,37.7631873
-122.4244361,37.7863171
-122.4004691,37.7799891
-122.4222204,37.7672724
-122.3984675,37.7741795
-122.3928844,37.7917038
-122.4212658,37.7727386
-122.4621156,37.7831282
-122.4079142,37.7944777
-122.4201482,37.7690905
-122.438525,37.8005888
-122.3946045,37.79425654
-122.3974215,37.7756256
-122.4220601,37.781129
-122.4243006,37.78154909
-122.4600964,37.7816543
-122.4784017,37.7807758
-122.4024651,37.80038713
-122.4847927,37.77965313
-122.3951504,37.7915646
-122.4157496,37.7854995
-122.419167,37.7898566
-122.4020927,37.80338525
-122.4450017,37.77031618
-122.4885616,37.7536136
-122.4442167,37.77029178
-122.387903,37.76512489
-122.4063692,37.7960182
-122.4226559,37.7826069
-122.4654104,37.7807416
-122.4063692,37.7969193
-122.4203328,37.7876669
-122.4028398,37.7830366
-122.3962996,37.7758854
-122.4211118,37.7725018
-122.3984559,37.7842725
-122.4647816,37.780861
-122.3969304,37.795718
-122.4108386,37.7999275
-122.4106352,37.80116
-122.3946898,37.7808903
-122.4051003,37.7846293
-122.4230199,37.7758525
-122.4109944,37.7839215
-122.4200086,37.7488807
-122.4477419,37.7825615
-122.4234568,37.7871628
-122.4015643,37.7793844
-122.4335803,37.7872811
-122.4201141,37.7687352
-122.4781261,37.7636951
-122.4520192,37.7864639
-122.3978702,37.76867346
-122.4158599,37.8054144
-122.3969395,37.7935171
-122.4193593,37.7667486
-122.4299981,37.7722259
-122.4081176,37.7768471
-122.4049913,37.794389
-122.4352058,37.76202391
-122.4158423,37.7893289
-122.4090235,37.7901943
-122.4525568,37.7875311
-122.4042215,37.7906661
-122.4205639,37.7866663
-122.4083692,37.7948655
-122.411466,37.7759849
-122.4221205,37.7864714
-122.4205495,37.7886003
-122.3971628,37.7972942
-122.4850483,37.7632815
-122.4104666,37.766308
-122.4339241,37.7340119
-122.4000282,37.7958832
-122.3930507,37.7883057
-122.422537,37.7854749
-122.410421,37.7658272
-122.4662529,37.7822896
-122.4392287,37.8004997
-122.4076247,37.7718787
-122.4350526,37.7886672
-122.4231721,37.7782699
-122.4087792,37.7713776
-122.3982644,37.7746593
-122.4326659,37.7975105
-122.4038469,37.80524575
-122.4179568,37.7837081
-122.421084,37.7834037
-122.4537505,37.7817878
-122.4007958,37.77266442
-122.4398101,37.7844142
-122.4091007,37.80797398
-122.4030713,37.795488
-122.4041011,37.7809568
-122.4216533,37.7636151
-122.4133873,37.7819957
-122.3896457,37.7833258
-122.4048196,37.7765526
-122.4179434,37.7683416
-122.4221573,37.7968186
-122.4363983,37.7227261
-122.4372758,37.8008602
-122.3973361,37.7827153
-122.4052573,37.7906697
-122.3969265,37.7781338
-122.3881278,37.7764561
-122.4212378,37.8075944
-122.4211253,37.7756185
-122.4746359,37.7324072
-122.420754,37.7444167
-122.3884906,37.7892353
-122.4079852,37.78582641
-122.414019,37.7809461
-122.4061277,37.7719635
-122.4224491,37.7901578
-122.3978315,37.7953772
-122.4243225,37.78143851
-122.4214604,37.7633724
-122.4550117,37.7813504
-122.4325837,37.7905892
-122.4206106,37.7852824
-122.421388,37.7439664
-122.398544,37.7977341
-122.4184558,37.78364456
-122.4081617,37.7812937
-122.3931967,37.7903521
-122.3883257,37.7643363
-122.4017177,37.7900454
-122.4602912,37.762718
-122.4481632,37.7879829
-122.3897644,37.7801229
-122.3955042,37.7894109
-122.4180957,37.749587
-122.4198175,37.7739288
-122.3987295,37.7927032
-122.4224547,37.7917969
-122.4077166,37.7705312
-122.4021912,37.7929857
-122.4087137,37.7984298
-122.4007528,37.7864433
-122.3939641,37.7802287
-122.4221811,37.7846957
-122.3955483,37.7936241
-122.4722225,37.7315177
-122.4041205,37.7962094
-122.4222401,37.7696975
-122.4257304,37.7765946
-122.4198189,37.7557577
-122.403004,37.782907
-122.400106,37.7935259
-122.4095437,37.7942932
-122.3923982,37.7888288
-122.4149249,37.7523896
-122.3977968,37.7962806
-122.3906127,37.7354167
-122.4623354,37.7828461
-122.4042917,37.7897177
-122.3983815,37.7761483
-122.4155581,37.7823122
-122.4337352,37.7887249
-122.4367321,37.7969932
-122.4247627,37.78149022
-122.4157317,37.7816881
-122.404162,37.779533
-122.4213544,37.7863584
-122.4028041,37.7947869
-122.4192219,37.7633865
-122.4120262,37.7782432
-122.4205804,37.7536702
-122.3882698,37.7887535
-122.4655286,37.7635743
-122.3946938,37.787595
-122.4187452,37.7505652
-122.3992924,37.77352728
-122.4661967,37.7635471
-122.4196439,37.76823901
-122.3993259,37.77350134
-122.4305329,37.7979234
-122.4644449,37.7822676
-122.4332581,37.7856813
-122.4203249,37.7497416
-122.4186798,37.7641545
-122.4231673,37.7403328
-122.3943498,37.79584665
-122.4024425,37.80038997
-122.4644201,37.7641997
-122.403754,37.7979598
-122.3984914,37.7988377
-122.422789,37.77684543
-122.4150673,37.7816424
-122.4341373,37.7254009
-122.4001459,37.800498
-122.4005298,37.7816396
-122.3866928,37.77191386
-122.4167981,37.78729631
-122.4338345,37.78487585
-122.4225462,37.77891807
-122.4198402,37.7559804
-122.4424134,37.7146763
-122.4197195,37.7664935
-122.4060076,37.7805337
-122.4215832,37.7628836
-122.4210608,37.7633966
-122.4566143,37.7639873
-122.4197555,37.7810501
-122.401602,37.7929386
-122.4006353,37.7910221
-122.4136589,37.7838656
-122.4540033,37.78135087
-122.473644,37.74344687
-122.403659,37.7799314
-122.4231526,37.77979141
-122.4060625,37.7804903
-122.3970835,37.7824344
-122.3969104,37.77571613
-122.4363671,37.7969152
-122.4183378,37.7796465
-122.4224787,37.781665
-122.3905587,37.7804643
-122.4064726,37.8055002
-122.4195924,37.7812065
-122.3980105,37.7924185
-122.4049729,37.7870858
-122.4210264,37.7649005
-122.4016302,37.7951464
-122.415403,37.7825649
-122.3975686,37.7849812
-122.4024691,37.79924308
-122.4135849,37.7754521
-122.4120094,37.77641695
-122.4102526,37.7841692
-122.3931003,37.77607756
-122.4212937,37.7895867
-122.4159698,37.8072909
-122.4174538,37.7805171
-122.4118377,37.7529362
-122.4006269,37.7887713
-122.4208369,37.7941622
-122.4198579,37.7739608
-122.3959428,37.781526
-122.3929864,37.7873855
-122.4099156,37.7964718
-122.4108992,37.7870812
-122.4612671,37.7772893
-122.4356662,37.7230397
-122.4195242,37.775344
-122.4212901,37.78334201
-122.4182972,37.7635635
-122.4676343,37.7807322
-122.4134635,37.7819855
-122.4037685,37.7275324
-122.4180631,37.7772006
-122.4094035,37.7872608
-122.4179174,37.7848515
-122.4014576,37.80100362
-122.4340445,37.7902604
-122.4060526,37.792802
-122.4090057,37.8074967
-122.3950566,37.786721
-122.4199544,37.7907562
-122.4334491,37.7873041
-122.4238331,37.7825648
-122.4674653,37.7641733
-122.4519459,37.7451071
-122.4098548,37.7958358
-122.418797,37.77652619
-122.4096186,37.795694
-122.4228401,37.7730118
-122.4226355,37.7730379
-122.4252075,37.7984635
-122.4127659,37.785171
-122.4200543,37.756622
-122.4002358,37.7986021
-122.4198088,37.7617536
-122.3974687,37.7954234
-122.3932703,37.7822365
-122.4168046,37.7506822
-122.4529817,37.7445165
-122.4140731,37.8076424
-122.4091389,37.7782859
-122.4183989,37.7909435
-122.4223161,37.7948798
-122.3964741,37.77605941
-122.3999455,37.7968273
-122.4837444,37.7427785
-122.4235084,37.7807078
-122.407641,37.7996231
-122.3958999,37.7927165
-122.4130512,37.7526831
-122.4358742,37.7237924
-122.469508,37.7827885
-122.4086093,37.795821
-122.3982353,37.7760316
-122.4084011,37.7885933
-122.4182168,37.7508517
-122.4142526,37.77216068
-122.4071962,37.7984658
-122.4094555,37.7804788
-122.3869029,37.7652926
-122.4379753,37.7753207
-122.4224891,37.7700332
-122.4144001,37.7884275
-122.4332226,37.7647143
-122.4194184,37.7847295
-122.3940915,37.7946869
-122.409177,37.7863336
-122.4198132,37.7934967
-122.3961751,37.78337178
-122.4097213,37.7775986
-122.4223525,37.7825751
-122.4305777,37.76638225
-122.392141,37.7869571
-122.4528948,37.7816214
-122.3888465,37.7845114
-122.4225652,37.7995021
-122.4020981,37.7791128
-122.4051594,37.788029
-122.4799893,37.7821727
-122.480206,37.7804362
-122.4179073,37.7855946
-122.4107753,37.8011426
-122.4194128,37.7666517
-122.479107,37.7540288
-122.4008247,37.79852719
-122.4006253,37.79855254
-122.4110812,37.7526226
-122.4340869,37.7632581
-122.3948569,37.7930726
-122.3964377,37.7975753
-122.3918085,37.7906412
-122.4267487,37.7435653
-122.4193535,37.7772837
-122.4128567,37.7526262
-122.3959871,37.7764426
-122.4314802,37.7975368
-122.421704,37.7968769
-122.4102341,37.775239
-122.3887039,37.77065287
-122.397717,37.77476994
-122.3929854,37.7915799
-122.399708,37.8012601
-122.3988584,37.7800647
-122.4202356,37.7771712
-122.4212974,37.7741722
-122.3981553,37.7757004
-122.4078034,37.7939226
-122.410458,37.775419
-122.4524248,37.7864123
-122.4767914,37.7542949
-122.4185761,37.7634255
-122.4597452,37.7810882
-122.4063421,37.712155
-122.4027482,37.7806467
-122.4138229,37.80293
-122.3909414,37.76939293
-122.4175291,37.7852791
-122.4318097,37.7719955
-122.4170835,37.7871237
-122.4030569,37.773291
-122.3920137,37.7816744
-122.4676705,37.7639029
-122.4203599,37.7897052
-122.4694493,37.7809225
-122.4610164,37.7774382
-122.4372283,37.7727251
-122.4024854,37.7965045
-122.3973293,37.7910725
-122.4022024,37.7955979
-122.4221797,37.7983702
-122.4045939,37.7304153
-122.4022159,37.79104347
-122.4360403,37.7606145
-122.4481808,37.7871666
-122.4076257,37.7817173
-122.4701704,37.78275854
-122.403432,37.80485186
-122.4000247,37.7781481
-122.3882099,37.7665049
-122.397986,37.7748776
-122.4356937,37.7984337
-122.4287377,37.7515612
-122.4189419,37.7864413
-122.3974002,37.7762986
-122.4665856,37.7394373
-122.433592,37.7873395
-122.4339715,37.7888047
-122.4189685,37.7506454
-122.4117536,37.7887625
-122.4084127,37.7812988
-122.4241501,37.7856155
-122.3956387,37.7791479
-122.418889,37.7743836
-122.3953274,37.7889633
-122.4136085,37.78469881
-122.4664714,37.7403478
-122.4737804,37.7804544
-122.3912137,37.77241741
-122.4206291,37.7887257
-122.4224496,37.7821757
-122.3911439,37.790054
-122.3930062,37.7887895
-122.3883912,37.7848254
-122.4350413,37.725125
-122.4083679,37.79893249
-122.4161577,37.7795176
-122.489894,37.7537473
-122.4182747,37.76506671
-122.4053077,37.7962304
-122.4043775,37.7982362
-122.4079457,37.7949166
-122.4350079,37.7889249
-122.3968328,37.7853204
-122.4191666,37.7743478
-122.4177046,37.7802794
-122.4210055,37.780891
-122.4060396,37.792739
-122.4778865,37.7636078
-122.4206388,37.7915793
-122.4062006,37.7120999
-122.4341145,37.7906083
-122.4256586,37.7766037
-122.4122589,37.7869095
-122.3998264,37.7929543
-122.414629,37.7737236
-122.4107709,37.7828223
-122.4911179,37.7535006
-122.4513931,37.7820881
-122.4736478,37.74350149
-122.4280224,37.75171443
-122.4258555,37.770117
-122.4103611,37.8011941
-122.3951147,37.7820198
-122.4136888,37.7814012
-122.409387,37.7957231
-122.4058553,37.7971884
-122.3968544,37.7820088
-122.4143429,37.7807818
-122.4407363,37.7830098
-122.4173986,37.7744364
-122.4411793,37.71609281
-122.4165803,37.7865853
-122.4025023,37.7946836
-122.4350661,37.725333
-122.3970928,37.79088389
-122.4233697,37.8053911
-122.4785347,37.7209475
-122.4666593,37.7832146
-122.4589552,37.7810239
-122.4432373,37.7141574
-122.4332713,37.7857466
-122.3916033,37.7770553
-122.406686,37.7914383
-122.4296962,37.7977637
-122.3982224,37.782014
-122.452113,37.7874798
-122.4207572,37.7895192
-122.4655736,37.7636745
-122.4040194,37.7961393
-122.4223065,37.7969072
-122.4201827,37.771517
-122.4403027,37.7879292
-122.4027406,37.80139751
-122.4116562,37.7872159
-122.437122,37.7606563
-122.4003573,37.800727
-122.4242521,37.7863401
-122.4242933,37.7838149
-122.4029253,37.78074896
-122.4104399,37.7871397
-122.477639,37.7543719
-122.3976621,37.7941382
-122.4164604,37.7824244
-122.4112261,37.7841745
-122.4070024,37.7932264
-122.4195241,37.772299
-122.3890269,37.7884158
-122.448923,37.782411
-122.4606568,37.7813194
-122.3990097,37.7949137
-122.3993927,37.7810932
-122.3926506,37.7899153
-122.4001937,37.7824188
-122.3881383,37.7882527
-122.4020009,37.76812443
-122.4102435,37.7969095
-122.4040787,37.76724743
-122.4480928,37.7879918
-122.4100237,37.7773595
-122.4232768,37.78825241
-122.4354488,37.7989522
-122.4352776,37.7886386
-122.4134639,37.7857898
-122.4309794,37.7853533
-122.4841037,37.7631856
-122.3946911,37.7896907
-122.4381395,37.7772013
-122.3940235,37.7946395
-122.4654064,37.7806866
-122.4170525,37.8071533
-122.4069306,37.780031
-122.397991,37.7848706
-122.4509521,37.7868056
-122.4079813,37.7967179
-122.3924982,37.77379141
-122.3982452,37.7875959
-122.4623224,37.7826661
-122.4029541,37.7947677
-122.4020403,37.7790667
-122.419521,37.7887245
-122.422066,37.7761096
-122.4697908,37.7375093
-122.4073087,37.7990147
-122.4237463,37.7885922
-122.3975537,37.7928402
-122.4144723,37.7759162
-122.3956906,37.79737214
-122.4183214,37.7652016
-122.4474648,37.7700021
-122.4202055,37.7951493
-122.4295321,37.79790904
